[[0.82136406 1.64791843        nan 0.        ]
 [0.         0.442919   0.82785871 0.        ]
 [0.         0.         0.3050718  0.        ]
 [0.         0.         0.         0.        ]]
         13158080 function calls (13139699 primitive calls) in 13.799 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 Shadow.py:257(ArrayType)
        1    0.000    0.000    0.000    0.000 Errors.py:73(CompileWarning)
        1    0.000    0.000    0.000    0.000 Errors.py:96(CompilerCrash)
        1    0.000    0.000    0.000    0.000 Errors.py:26(InvalidToken)
        1    0.000    0.000    0.000    0.000 Errors.py:35(AmbiguousAction)
        1    0.000    0.000    0.000    0.000 Symtab.py:2526(CConstScope)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:2052(CPyHashTType)
        1    0.000    0.000    0.000    0.000 Code.py:926(NumConst)
        1    0.000    0.000    0.000    0.000 TypeSlots.py:261(FixedSlot)
        1    0.000    0.000    0.000    0.000 TypeSlots.py:519(BaseClassSlot)
        1    0.000    0.000    0.000    0.000 TypeSlots.py:534(DictOffsetSlot)
        2    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 _globals.py:46(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:10(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:479(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:524(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:964(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1460(PosixPath)
        1    0.000    0.000    0.000    0.000 parse.py:337(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:342(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 _internal.py:799(TooHardError)
        1    0.000    0.000    0.000    0.000 __init__.py:189(c_float)
        1    0.000    0.000    0.000    0.000 __init__.py:193(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:211(c_ulonglong)
        1    0.000    0.000    0.000    0.000 __init__.py:218(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:230(c_char)
        1    0.000    0.000    0.000    0.000 __init__.py:246(c_bool)
        1    0.000    0.000    0.000    0.000 __init__.py:388(WinDLL)
        1    0.000    0.000    0.000    0.000 pickle.py:64(PickleError)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 pickle.py:68(PicklingError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:825(_none_or_positive_arg)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1148(BoolFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1312(StructureFormat)
        1    0.000    0.000    0.000    0.000 shutil.py:58(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:61(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:68(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:71(RegistryError)
        1    0.000    0.000    0.000    0.000 threading.py:1164(_MainThread)
        1    0.000    0.000    0.000    0.000 tokenize.py:214(StopTokenizing)
        1    0.000    0.000    0.000    0.000 _iotools.py:464(ConverterError)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
        1    0.000    0.000    0.000    0.000 core.py:163(MAError)
        1    0.000    0.000    0.000    0.000 core.py:828(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:291(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:304(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 case.py:33(_ShouldStop)
        1    0.000    0.000    0.000    0.000 argparse.py:650(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:672(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:917(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 utils.py:45(KnownFailureException)
        1    0.000    0.000    0.000    0.000 decorators.py:99(skipif)
        1    0.000    0.000    0.000    0.000 six.py:322(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:436(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 bar.py:685(DataTransferBar)
        1    0.000    0.000    0.000    0.000 widgets.py:377(AbsoluteETA)
        1    0.000    0.000    0.000    0.000 widgets.py:534(Counter)
        1    0.000    0.000    0.000    0.000 traitlets.py:1721(ForwardDeclaredType)
        1    0.000    0.000    0.000    0.000 traitlets.py:1874(CInt)
        1    0.000    0.000    0.000    0.000 traitlets.py:1980(CFloat)
        1    0.000    0.000    0.000    0.000 traitlets.py:2593(CRegExp)
        1    0.000    0.000    0.000    0.000 subprocess.py:57(SubprocessError)
        1    0.000    0.000    0.000    0.000 application.py:96(ApplicationError)
        1    0.000    0.000    0.000    0.000 configurable.py:22(ConfigurableError)
        1    0.000    0.000    0.000    0.000 loader.py:27(ConfigError)
        1    0.000    0.000    0.000    0.000 util.py:36(OptionError)
        1    0.000    0.000    0.000    0.000 util.py:292(Future)
        1    0.000    0.000    0.000    0.000 pdb.py:123(_rstr)
        1    0.000    0.000    0.000    0.000 error.py:41(UsageError)
        1    0.000    0.000    0.000    0.000 error.py:48(StdinNotImplementedError)
        1    0.000    0.000    0.000    0.000 display.py:661(TextDisplayObject)
        1    0.000    0.000    0.000    0.000 display.py:667(Pretty)
        1    0.000    0.000    0.000    0.000 display.py:710(Math)
        1    0.000    0.000    0.000    0.000 display.py:720(Latex)
        1    0.000    0.000    0.000    0.000 getpass.py:26(GetPassWarning)
        1    0.000    0.000    0.000    0.000 pretty.py:428(Printable)
        1    0.000    0.000    0.000    0.000 pretty.py:472(Group)
        1    0.000    0.000    0.000    0.000 lexer.py:248(include)
        1    0.000    0.000    0.000    0.000 lexer.py:255(_inherit)
        1    0.000    0.000    0.000    0.000 lexer.py:331(_This)
        1    0.000    0.000    0.000    0.000 lexer.py:821(ProfilingRegexLexerMeta)
        1    0.000    0.000    0.000    0.000 __init__.py:126(NameHighlightFilter)
        1    0.000    0.000    0.000    0.000 typing.py:879(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:3647(InteractiveShellABC)
        1    0.000    0.000    0.000    0.000 _base.py:44(Error)
        1    0.000    0.000    0.000    0.000 _base.py:48(CancelledError)
        1    0.000    0.000    0.000    0.000 _base.py:615(BrokenExecutor)
        1    0.000    0.000    0.000    0.000 base_futures.py:13(InvalidStateError)
        1    0.000    0.000    0.000    0.000 queues.py:10(QueueEmpty)
        1    0.000    0.000    0.000    0.000 windows_events.py:805(WindowsSelectorEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 windows_events.py:809(WindowsProactorEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 prefilter.py:35(PrefilterError)
        1    0.000    0.000    0.000    0.000 autocall.py:59(ZMQExitAutocall)
        1    0.000    0.000    0.000    0.000 alias.py:113(AliasError)
        1    0.000    0.000    0.000    0.000 formatters.py:217(FormatterWarning)
        1    0.000    0.000    0.000    0.000 <decorator-gen-9>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-11>:1(<module>)
        1    0.000    0.000    0.000    0.000 history.py:65(DatabaseError)
        1    0.000    0.000    0.000    0.000 history.py:69(OperationalError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-13>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-14>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-16>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-17>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-18>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-20>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-21>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-23>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-24>:1(<module>)
        1    0.000    0.000    0.000    0.000 buffer.py:1658(_Retry)
        1    0.000    0.000    0.000    0.000 table_wide.py:1(<module>)
        1    0.000    0.000    0.000    0.000 table_zero.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:22(Full)
        1    0.000    0.000    0.000    0.000 base.py:86(_OrCache)
        1    0.000    0.000    0.000    0.000 base.py:102(_InvertCache)
        1    0.000    0.000    0.000    0.000 validation.py:145(DummyValidator)
        1    0.000    0.000    0.000    0.000 __init__.py:76(IndexSizeErr)
        1    0.000    0.000    0.000    0.000 __init__.py:79(DomstringSizeErr)
        1    0.000    0.000    0.000    0.000 __init__.py:85(WrongDocumentErr)
        1    0.000    0.000    0.000    0.000 __init__.py:88(InvalidCharacterErr)
        1    0.000    0.000    0.000    0.000 __init__.py:91(NoDataAllowedErr)
        1    0.000    0.000    0.000    0.000 __init__.py:100(NotSupportedErr)
        1    0.000    0.000    0.000    0.000 __init__.py:103(InuseAttributeErr)
        1    0.000    0.000    0.000    0.000 __init__.py:106(InvalidStateErr)
        1    0.000    0.000    0.000    0.000 __init__.py:112(InvalidModificationErr)
        1    0.000    0.000    0.000    0.000 __init__.py:121(ValidationErr)
        1    0.000    0.000    0.000    0.000 screen.py:268(WritePosition)
        1    0.000    0.000    0.000    0.000 processors.py:92(Transformation)
        1    0.000    0.000    0.000    0.000 processors.py:198(HighlightSelectionProcessor)
        1    0.000    0.000    0.000    0.000 processors.py:324(DisplayMultipleCursors)
        1    0.000    0.000    0.000    0.000 processors.py:471(ShowLeadingWhiteSpaceProcessor)
        1    0.000    0.000    0.000    0.000 processors.py:791(_MergedProcessor)
        1    0.000    0.000    0.000    0.000 renderer.py:226(HeightIsUnknownError)
        1    0.000    0.000    0.000    0.000 base.py:676(HorizontalLine)
        1    0.000    0.000    0.000    0.000 toolbars.py:220(_CompletionsToolbarControl)
        1    0.000    0.000    0.000    0.000 toolbars.py:289(ValidationToolbar)
        1    0.000    0.000    0.000    0.000 grammar_parser.py:139(NFAArc)
        1    0.000    0.000    0.000    0.000 tokenize.py:255(PythonToken)
        1    0.000    0.000    0.000    0.000 token.py:13(TokenTypes)
        1    0.000    0.000    0.000    0.000 diff.py:79(_PositionUpdatingFinished)
        1    0.000    0.000    0.000    0.000 tree.py:91(PythonMixin)
        1    0.000    0.000    0.000    0.000 tree.py:266(FStringString)
        1    0.000    0.000    0.000    0.000 tree.py:701(Flow)
        1    0.000    0.000    0.000    0.000 tree.py:995(GlobalStmt)
        1    0.000    0.000    0.000    0.000 tree.py:1187(CompFor)
        1    0.000    0.000    0.000    0.000 errors.py:430(_ContinueChecks)
        1    0.000    0.000    0.000    0.000 errors.py:480(_StringChecks)
        1    0.000    0.000    0.000    0.000 errors.py:519(_StarCheck)
        1    0.000    0.000    0.000    0.000 errors.py:532(_StarStarCheck)
        1    0.000    0.000    0.000    0.000 errors.py:584(_TrailingImportComma)
        1    0.000    0.000    0.000    0.000 errors.py:594(_ImportStarInFunction)
        1    0.000    0.000    0.000    0.000 errors.py:655(_StarExprParentRule)
        1    0.000    0.000    0.000    0.000 errors.py:687(_AnnotatorRule)
        1    0.000    0.000    0.000    0.000 errors.py:724(_ArgumentRule)
        1    0.000    0.000    0.000    0.000 errors.py:738(_NonlocalModuleLevelRule)
        1    0.000    0.000    0.000    0.000 errors.py:831(_TryStmtRule)
        1    0.000    0.000    0.000    0.000 errors.py:953(_ExprStmtRule)
        1    0.000    0.000    0.000    0.000 errors.py:972(_DelStmtRule)
        1    0.000    0.000    0.000    0.000 errors.py:981(_ExprListRule)
        1    0.000    0.000    0.000    0.000 errors.py:988(_ForStmtRule)
        1    0.000    0.000    0.000    0.000 _compatibility.py:223(ImplicitNSInfo)
        1    0.000    0.000    0.000    0.000 _compatibility.py:266(Python3Method)
        1    0.000    0.000    0.000    0.000 imports.py:188(SubModuleName)
        1    0.000    0.000    0.000    0.000 helpers.py:221(EvaluatorTypeError)
        1    0.000    0.000    0.000    0.000 context.py:289(CompiledContextName)
        1    0.000    0.000    0.000    0.000 context.py:458(_normalize_create_args)
        1    0.000    0.000    0.000    0.000 lazy_context.py:16(LazyKnownContext)
        1    0.000    0.000    0.000    0.000 access.py:179(_force_unicode_decorator)
        1    0.000    0.000    0.000    0.000 iterable.py:224(SetComprehension)
        1    0.000    0.000    0.000    0.000 asynchronous.py:33(AsyncGenerator)
        1    0.000    0.000    0.000    0.000 instance.py:27(AnonymousInstanceArguments)
        1    0.000    0.000    0.000    0.000 environment.py:25(InvalidPythonEnvironment)
        1    0.000    0.000    0.000    0.000 environment.py:131(SameEnvironment)
        1    0.000    0.000    0.000    0.000 __init__.py:82(EvaluatorSameProcess)
        1    0.000    0.000    0.000    0.000 exceptions.py:5(InternalError)
        1    0.000    0.000    0.000    0.000 clipboard.py:9(ClipboardEmpty)
        1    0.000    0.000    0.000    0.000 <decorator-gen-25>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-27>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-28>:1(<module>)
        1    0.000    0.000    0.000    0.000 prompts.py:71(RichPromptDisplayHook)
        1    0.000    0.000    0.000    0.000 <decorator-gen-31>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-34>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-35>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-36>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-38>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-40>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-43>:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:647(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:899(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 client.py:1433(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 client.py:1445(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1452(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:1457(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 <decorator-gen-46>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-47>:1(<module>)
